review_id,tanggal,username,review,clean_text,nama_produk,variasi_produk,link_gambar,file_gambar,rating,sentiment,sentiment_numeric
CC000024,2025-05-12,jelitajuliaa_,bagus; menarik; keren dan modern,bagus tarik keren modern,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7rbke-m9nwifvaagvh7e; https://down-id.img.susercontent.com/file/id-11134103-7rbkb-m9nwifwe8u3i52; https://down-id.img.susercontent.com/file/id-11134103-7rbk9-m9nwifvabvnxb9,CC000024.jpg,4,Positive,1
CC000025,2025-05-17,airinnn01_,"bagus aku sukaa, buat bb 41 di lengan agak besar sedikit",bagus sukaa lengan,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR MAROON,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk0-m9v6urc63bcgca,CC000025.jpg,4,Positive,1
CC000028,2025-07-17,yliaaaaaaaaaa,"Overall bagus kecuali jahitan nya ini bermasalah, terlalu sembarangan ngejahit nya but buat harga segitu it's okay saya maklumi karna baju nya cuman buat daily ngampus, soo usahain buat ditingkatkan lagi kualitas nya ya💗",overall bagus kecuali jahit nya masalah sembarang ngejahit nya but harga segitu its okay maklum karna baju nya cuman daily ngampus soo usahain tingkat kualitas nya,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR DAKRGREY,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0h-mca61t6780g270; https://down-id.img.susercontent.com/file/id-11134103-7ra0r-mca61t66tyvt86,CC000028.jpg,4,Positive,1
CC000029,2025-06-08,audinamia_321,"ini mah bukan warna khaki, lebih kaya warna grey gtu, bahannya juga tipis",mah warna khaki kaya warna grey gtu bahan tipis,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR KHAKI,XL",https://down-id.img.susercontent.com/file/id-11134103-7rbkb-maqzcxm9xzj296,CC000029.jpg,4,Positive,1
CC000033,2025-07-16,sinta098jh,Bagus bahannya cmn jaitan pinggir kurang rapih tapi ya sesuailh sm harga segitu rekomen deh,bagus bahan cmn jaitan pinggir rapih sesuailh harga segitu rekomen deh,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR BIRU DONGKER,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0p-mc90s6q9wstad1,CC000033.jpg,4,Positive,1
CC000035,2025-06-21,diansalfani,tipis tpi bagus; bisa di mixs celana apapun; ada harga ada kualitas,tipis tpi bagus mixs celana apa harga kualitas,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR DAKRGREY,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0t-mb9ib0i5j4oo0e,CC000035.jpg,4,Positive,1
CC000039,2025-06-17,maya_mamey123,"barang sudah sampai terimakasih warnanya bagus,tp sayang model nya g sesuai ma gambar klo tangan y sama lebar tp knp yg ni da tali pinggang sedang yg digambar karet pinggang jd agak kecewa",barang terimakasih warna bagustp sayang model nya sesuai gambar klo tangan lebar knp tali pinggang gambar karet pinggang kecewa,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0j-mb3tnrrpyhpae5,CC000039.jpg,4,Positive,1
CC000041,2025-05-29,yo4k7ajl68,sangt bagus dan sesuai dngn gambar; sederhana namun elegan; sangt halus,sangt bagus sesuai dngn gambar sederhana elegan sangt halus,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR DAKRGREY,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk4-macltn05fouq96,CC000041.jpg,4,Positive,1
CC000043,2025-07-21,karinadizza601,bagus si cmn taliny g trlalu membantuk bdan gt trlalu dkt taliny jd ketarikny g trlalu keliatan,bagus cmn taliny trlalu membantuk bdan trlalu dkt taliny ketarikny trlalu liat,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR BLUE,XL",https://down-id.img.susercontent.com/file/id-11134103-7ra0u-mcfmetkbqn3v29,CC000043.jpg,4,Positive,1
CC000044,2025-06-26,pnx3wdjjbn,ndk panas; worthy; mungkin tidak ada,ndk panas worthy,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0u-mbgies8b2ggubb; https://down-id.img.susercontent.com/file/id-11134103-7ra0j-mbgies8b2gb8b2,CC000044.jpg,4,Positive,1
CC000046,2025-07-12,z6oc456tpb,"terawang cmn okela buat harga 30rb an,pesanan juga sesuai dengan wrna yg di pesan",terawang cmn okela harga anpesanan sesuai wrna pesan,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0m-mc3bh5ibpb8f5f,CC000046.jpg,4,Positive,1
CC000048,2025-06-04,,untuk kemeja sehari hari bagus sih ga gerah gitu bahannya,kemeja hari bagus sih gerah gitu bahan,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR HITAM,L",https://down-id.img.susercontent.com/file/id-11134103-7rbka-maku1h9yhnvo9e,CC000048.jpg,4,Positive,1
CC000049,2025-06-09,,untuk kemejanya saran bagian lengan balon lebih dikecilkan sedikit,kemeja saran lengan balon kecil,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR SKYBLUE,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk6-marxa8jzxim045; https://down-id.img.susercontent.com/file/id-11134103-7rbk7-marxa8jzyx6g5c; https://down-id.img.susercontent.com/file/id-11134103-7rbkd-marxa8k00bqw99,CC000049.jpg,4,Positive,1
CC000051,2025-06-23,6ifux5ibtt,warna nya bagus; nyaman cuman sedikit tipis; baguss,warna nya bagus nyaman cuman tipis baguss,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR DAKRGREY,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0m-mbc8qswcxcf88f; https://down-id.img.susercontent.com/file/id-11134103-7ra0k-mbc8qswcxcvsea,CC000051.jpg,4,Positive,1
CC000054,2025-05-16,,maroon; tipis sesuai harga,maroon tipis sesuai harga,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"PLS MAROON,L",https://down-id.img.susercontent.com/file/id-11134103-7rbka-m9u7pkcunuuzfd; https://down-id.img.susercontent.com/file/id-11134103-7rbk6-m9u7pkcup9ff57; https://down-id.img.susercontent.com/file/id-11134103-7rbke-m9u7pkcuqnzv71; https://down-id.img.susercontent.com/file/id-11134103-7rbk7-m9u7pkcus2kb66,CC000054.jpg,4,Positive,1
CC000077,2025-06-21,lusifirna,Bagus sekali bahan nya juga bagus pelanggan suka sekali sesuai pesanan 😍 mantap,bagus bahan nya bagus langgan suka sesuai pesan mantap,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR DAKRGREY,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0h-mb9ny38l9tlqc1,CC000077.jpg,4,Positive,1
CC000078,2025-06-08,riatunfitri995,abu abu; ngga terlali tipis,abu abu ngga lali tipis,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR DAKRGREY,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk7-maqklwyouqig0d; https://down-id.img.susercontent.com/file/id-11134103-7rbk6-maqklwyow52w88,CC000078.jpg,4,Positive,1
CC000079,2025-06-26,,warna sesuai ekspektasi; ringan dan nyaman; terlihat keren dan modern,warna sesuai ekspektasi ringan nyaman keren modern,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,XL",https://down-id.img.susercontent.com/file/id-11134103-7ra0o-mbgmt22uyfm8e0,CC000079.jpg,4,Positive,1
CC000092,2025-07-08,nurma__03,sesuai gambar; bagus; lembut bagus,sesuai gambar bagus lembut bagus,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0r-mbx5lgfqnn1gc8,CC000092.jpg,4,Positive,1
CC000098,2025-07-07,,Desain bagus,desain bagus,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0r-mbwavrzfnitw9a; https://down-id.img.susercontent.com/file/id-11134103-7ra0h-mbwavrzfoxec25,CC000098.jpg,4,Positive,1
CC000099,2025-07-27,auliawahyudi070,Bagus  sih tapi kenapa kandungan ya belus di sobek satu jadi gk bisa msk sih kcik yg satunya,bagus sih kandung belus sobek msk sih kcik satu,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR SKYBLUE,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0p-mconqn9nw36v4e; https://down-id.img.susercontent.com/file/id-11134103-7ra0s-mconqn9nxhrbcb,CC000099.jpg,4,Positive,1
CC000100,2025-07-19,yasminagustina12,mantap kaaa,mantap kaaa,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR DAKRGREY,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0j-mcd9u1y32i4n0d,CC000100.jpg,4,Positive,1
CC000109,2025-06-08,windydwianggi,blue; bgus; adem,blue bgus adem,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR BLUE,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk6-maq8y9tobo8o6c,CC000109.jpg,4,Positive,1
CC000164,2025-07-10,salwasalsyabilah,"saya pesan yang PLS, malah dikirimin yg SLR",pesan pls dikirimin slr,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"PLS MAROON,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0h-mc00ekxhbtq47d,CC000164.jpg,4,Positive,1
CC000183,2025-06-21,,Bagusss bangett😍😍 ga nyesel belii disnii,bagusss bangett nyesel beli disnii,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR ESPRESSO,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0i-mb94911xmy60fb,CC000183.jpg,4,Positive,1
CC000189,2025-05-29,85hg4ndg6a,sesuai gambar; menarik; nyaman,sesuai gambar tarik nyaman,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR BLUE,L",https://down-id.img.susercontent.com/file/id-11134103-7rbkc-machswt1qfzf46,CC000189.jpg,4,Positive,1
CC000194,2025-06-19,k0hl50q7h3,bagus; nyaman,bagus nyaman,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"PLS COKLAT,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0m-mb6nwfza3d6g94,CC000194.jpg,4,Positive,1
CC000202,2025-07-19,dismadisma840,SLR NAVY; sederhana,slr navy sederhana,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR NAVY,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0g-mcd1hieu85dz6f,CC000202.jpg,4,Positive,1
CC000207,2025-07-11,,warna oke; jahitannya kurang rapih.,warna oke jahit rapih,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"PLS COKLAT,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0k-mc1exsrlygj7cc,CC000207.jpg,4,Positive,1
CC000227,2025-06-09,allinapriliyanti,"Bagus tapi tipis, jaitannya robek",bagus tipis jaitannya robek,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"PLS HITAM,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk6-mary61sfquah3a,CC000227.jpg,4,Positive,1
CC000240,2025-06-10,monicaalist,coklat; lembut,coklat lembut,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"PLS COKLAT,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk2-matmftkon82ac8,CC000240.jpg,4,Positive,1
CC000340,2025-07-08,,untuk kemejanya sangat menarik tetapi untuk jahitannya kurang kuat di bagian tali baru dicoba sudah lepas.,kemeja tarik jahit kuat tali coba lepas,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR ESPRESSO,XL",https://down-id.img.susercontent.com/file/id-11134103-7ra0p-mbxh8nmz0nmb55,CC000340.jpg,4,Positive,1
CC000342,2025-07-06,rismayuliarismayulia524,sangat bgus tidak sesuai gmbar; bahannya lumayan bagus tapi juga agak tipis; bgus sesuai dengan gmbar,bgus sesuai gmbar bahan lumayan bagus tipis bgus sesuai gmbar,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR ESPRESSO,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0m-mbtyglqiavx0e1; https://down-id.img.susercontent.com/file/id-11134103-7ra0s-mbtyglq8baouc0,CC000342.jpg,4,Positive,1
CC000345,2025-07-08,khoiriahdwi,bagus cocok buat bb 55 bagus,bagus cocok bagus,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR ESPRESSO,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0u-mbxvrs8lld0440,CC000345.jpg,4,Positive,1
CC000348,2025-06-26,,"Pengiriman lama, entah knpa, pdhal chat selalu dibalas, bahan disesuaikan harga,",kirim knpa pdhal chat balas bahan sesuai harga,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR BIRU DONGKER,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0s-mbgjkmzs7wx037; https://down-id.img.susercontent.com/file/id-11134103-7ra0q-mbgjkmzs9bhgdc; https://down-id.img.susercontent.com/file/id-11134103-7ra0o-mbgjkmzsaq1wf3,CC000348.jpg,4,Positive,1
CC000349,2025-07-04,,kenapa si lengannya harus ada potongannya gtu siii😔,lengan potong gtu siii,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR KHAKI,XL",https://down-id.img.susercontent.com/file/id-11134103-7ra0k-mbscliabd2zbb1; https://down-id.img.susercontent.com/file/id-11134103-7ra0p-mbscliabehjrc8,CC000349.jpg,4,Positive,1
CC000354,2025-06-30,,Jujur nyesel kenapa cuma beli satu🥲🥲🥲🥲 bakal beli warna lain si jangan pada ragu cepet bgtt sampee sumpahh dahhh kaget juga,jujur nyesel beli beli warna ragu cepet bgtt sampee sumpahh dahhh kaget,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR HITAM,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0i-mblz30wkeavn0c,CC000354.jpg,4,Positive,1
CC000357,2025-07-04,,wort it👏🏻,wort,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR MAROON,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0p-mbrm592bnx449c,CC000357.jpg,4,Positive,1
CC000361,2025-07-01,lzc_gw4fmk,di aslinya warnanya ko kaya ijo ya bukan nevy?,asli warna kaya ijo nevy,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR NAVY,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0s-mbnec29qqefkb5,CC000361.jpg,4,Positive,1
CC000363,2025-07-02,elizajuliani_19,Tali belakang punggung tidak sesuai dengan di gambar,tali punggung sesuai gambar,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR BLUE,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0s-mbp1k7d60ntfa0,CC000363.jpg,4,Positive,1
CC000364,2025-07-03,d_3f8mbocw,"customerku komplen nda sesuai sama yg di gambar
nd agak tipis",customerku komplen nda sesuai gambar tipis,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR NAVY,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0o-mbq0imnmao0k8f,CC000364.jpg,4,Positive,1
CC000367,2025-06-29,tcoyvw92s7,blue; gk nerawang gk jga tebal; bagus sih,blue nerawang jga tebal bagus sih,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR BLUE,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0m-mbkkyk22oxlgaa,CC000367.jpg,4,Positive,1
CC000368,2025-06-28,wnsjek8t8a,"bagus warna cerah; bahan nya nyaman; lucu, gemes gitu",bagus warna cerah bahan nya nyaman lucu gemes gitu,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0k-mbj5rhz6fhucdf; https://down-id.img.susercontent.com/file/id-11134103-7ra0p-mbj5rhz601r210,CC000368.jpg,4,Positive,1
CC000373,2025-06-15,afia_m1607,bagian belakang yang buat tali ga sejajar,tali sejajar,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR ESPRESSO,L",https://down-id.img.susercontent.com/file/id-11134103-7rbkb-mb0wbxgseiesb3,CC000373.jpg,4,Positive,1
CC000375,2025-06-12,,baruu datang udahh robekk ☹️,baruu udahh robekk,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR SKYBLUE,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk2-mawepl22dy7ff9; https://down-id.img.susercontent.com/file/id-11134103-7rbk6-mawepl22fcrv45,CC000375.jpg,4,Positive,1
CC000376,2025-06-12,,"baguss; polos gada garis""; lumayan",baguss polos gada garis lumayan,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"PLS MAROON,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk0-maw9p7bp51axed,CC000376.jpg,4,Positive,1
CC000379,2025-07-03,,"Pengiriman cepat, harga murce, ga sesuai sama yg di gambar, tapi kualitas oke untuk harga segitu",kirim cepat harga murce sesuai gambar kualitas oke harga segitu,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR BIRU DONGKER,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0o-mbpyu3maw85z3d; https://down-id.img.susercontent.com/file/id-11134103-7ra0g-mbpyu8mdkpeb76,CC000379.jpg,4,Positive,1
CC000382,2025-06-27,susirpl,"aku pesan warna pink dan latte tapi yg datang malah biruuu, kecewaa sih tapi its okey",pesan warna pink latte biruuu kecewaa sih its okey,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR LATTE,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0i-mbi79cemqze534; https://down-id.img.susercontent.com/file/id-11134103-7ra0p-mbi79cewqksm0d,CC000382.jpg,4,Positive,1
CC000385,2025-05-22,3dcbjzyhmb,Kain dan jahitannya sesuai dengan harga. Model ikatnya tidak sesuai dengan foto.,kain jahit sesuai harga model ikat sesuai foto,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR SKYBLUE,L",https://down-id.img.susercontent.com/file/id-11134103-7rbke-ma24ldovfk0t53,CC000385.jpg,4,Positive,1
CC000386,2025-05-13,fj5n8c8q1c,"sesuai gambar; lumayan, seperti sarung bantal; menarik, bagus ada tali untuk di ikat ke belakang",sesuai gambar lumayan sarung bantal tarik bagus tali ikat,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR DAKRGREY,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk3-m9q0q8jwkpota3; https://down-id.img.susercontent.com/file/id-11134103-7rbkc-m9q0q8jwm49903; https://down-id.img.susercontent.com/file/id-11134103-7rbk9-m9q0q8jwnitp9c,CC000386.jpg,4,Positive,1
CC000414,2025-07-01,hgbgwmk14p,sangat cerahh; memuaskab; cuteee,cerahh memuaskab cuteee,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR SKYBLUE,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0n-mbn8jf4yd6el09; https://down-id.img.susercontent.com/file/id-11134103-7ra0t-mbn8jf12iutv83,CC000414.jpg,4,Positive,1
CC000415,2025-06-30,hafsariayufajriyah,cantik seperti saya🤭💗,cantik,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0g-mbmedk639izb6e,CC000415.jpg,4,Positive,1
CC000417,2025-06-26,tika3a,bagus,bagus,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR MAROON,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0s-mbgacvmvreu680,CC000417.jpg,4,Positive,1
CC000419,2025-06-16,vinadwiariyani,menarik; bagus; apik,tarik bagus apik,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR NAVY,XL",https://down-id.img.susercontent.com/file/id-11134103-7rbkd-mb22pgx4ig9l3e,CC000419.jpg,4,Positive,1
CC000422,2025-05-30,irentanesa27,Bagus bajunya bisa 2 look wkwkw,bagus baju look wkwkw,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7rbke-maedphide2hwbc; https://down-id.img.susercontent.com/file/id-11134103-7rbkd-maedphg5hbw8ec,CC000422.jpg,4,Positive,1
CC000425,2025-05-25,anisajuhaira764,udah dua kali co awalnya aku co wana biru kebesaran salah pilih ukuran😭tapi bahannya bagus bagus banget terus aku co yg warna pink yg ukuran L pas dan bagus bangett thank ya🫶🏻🌸🦋,udah kali wana biru besar salah pilih ukurantapi bahan bagus bagus banget warna pink ukur pas bagus bangett thank,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7rbka-ma763m8z2g8950; https://down-id.img.susercontent.com/file/id-11134103-7rbkd-ma763max10sk52; https://down-id.img.susercontent.com/file/id-11134103-7rbk1-ma763ma30tk1fd,CC000425.jpg,5,Positive,1
CC000426,2025-06-20,vero_129,cocok bangettt; nyaman adem,cocok bangettt nyaman adem,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR ESPRESSO,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0t-mb8375tq00pla3; https://down-id.img.susercontent.com/file/id-11134103-7ra0s-mb8375tq1fa185,CC000426.jpg,5,Positive,1
CC000428,2025-06-21,laylalya917,baju nya pas di uk sya yg jumbo; dengan harga segitu uda ok banget kualitasnya; bagus ada tali dibelakang hingga bdan ku terluhat bagus,baju nya pas sya jumbo harga segitu uda banget kualitas bagus tali belakang bdan terluhat bagus,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR ESPRESSO,XL",https://down-id.img.susercontent.com/file/id-11134103-7ra0m-mb9dr5t5jzhb5f; https://down-id.img.susercontent.com/file/id-11134103-7ra0m-mb9dr5t5le1r02; https://down-id.img.susercontent.com/file/id-11134103-7ra0i-mb9dr5t5msm705; https://down-id.img.susercontent.com/file/id-11134103-7ra0h-mb9dr5t5o76nf6; https://down-id.img.susercontent.com/file/id-11134103-7ra0k-mb9dr5t5plr304,CC000428.jpg,5,Positive,1
CC000430,2025-05-25,asyydu7qdi,"saya bingung awal nya gimana, kok ada tali nta, baju nya seperti kemeja biasa, oh ternyata di ikat ke belakang, ada seperti untuk rompi nya, bagus bangett😻😻",bingung nya gimana tali nta baju nya kemeja ikat rompi nya bagus bangett,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk6-ma6gtsstruh774; https://down-id.img.susercontent.com/file/id-11134103-7rbk2-ma6gtsstunm3c6; https://down-id.img.susercontent.com/file/id-11134103-7rbkb-ma6gtsstw26j36; https://down-id.img.susercontent.com/file/id-11134103-7rbk4-ma6gtsstxgqz6c,CC000430.jpg,5,Positive,1
CC000432,2025-05-14,re5689,"cepat sampai, bahan adem dan tebal, tidak terawang, dpt tali buat ikat pinggang juga, word ith to buy, harga murce kualitas baguss",cepat bahan adem tebal terawang dpt tali ikat pinggang word ith buy harga murce kualitas baguss,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,L",https://down-id.img.susercontent.com/file/id-11134103-7rbka-m9qzvo4vkp3h9b; https://down-id.img.susercontent.com/file/id-11134103-7rbk8-m9qzvo4vm3nx19,CC000432.jpg,5,Positive,1
CC000433,2025-06-04,sazkiauswatunkhisya864,Pokok nya kalo mau beli barang di tokoh ini ajaaa cepat bnget datang nyaa👍👍,pokok nya kalo beli barang tokoh ajaaa cepat bnget nyaa,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR DAKRGREY,L",https://down-id.img.susercontent.com/file/id-11134103-7rbkc-mald2a8pv054ad,CC000433.jpg,5,Positive,1
CC000435,2025-07-12,engrialyanovita,pliss warna pink nyaa lucuuu bangett,pliss warna pink nyaa lucuuu bangett,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR PINK,XL",https://down-id.img.susercontent.com/file/id-11134103-7ra0t-mc3dg047icz768,CC000435.jpg,5,Positive,1
CC000436,2025-06-18,,"Cakep modelnya bikin badan keliatan langsing, dibagian tangan rada lebar, bahannya adem, nyaman dipakai, jahitannya rapih, warnanya juga cakepp, pengiriman cepat dan aman. Terimakasiiii",cakep model bikin badan liat langsing bagi tangan rada lebar bahan adem nyaman pakai jahit rapih warna cakepp kirim cepat aman terimakasiiii,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR ESPRESSO,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0l-mb4u9c9eafuc95; https://down-id.img.susercontent.com/file/id-11134103-7ra0l-mb4u9c9ebues78,CC000436.jpg,5,Positive,1
CC000437,2025-06-18,lqe0apjjrn,warna maroon agak cerahan tapi baguss bangett sukaa sekaliiiiii,warna maroon cerah baguss bangett sukaa sekaliiiiii,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR MAROON,L",https://down-id.img.susercontent.com/file/id-11134103-7ra0m-mb5bpiw8s8ex54,CC000437.jpg,5,Positive,1
CC000441,2025-06-08,erniaripinyanche123,Suka banget masyaallah produk nya nyaman di pake makasihh yaaa cuman tali belakang nya buat masukin tali yang yang kurang kesamping biar lebih ngepres body love you deh pokoknya bagus bettt,suka banget masyaallah produk nya nyaman pake makasihh yaaa cuman tali nya masukin tali samping biar ngepres body love you deh pokok bagus bettt,JULIA TOP Stripe Shirt Kemeja Fita Body Wanita Korean Style Office Shirt,"SLR KHAKI,L",https://down-id.img.susercontent.com/file/id-11134103-7rbk3-maqvl4qe8hzyce; https://down-id.img.susercontent.com/file/id-11134103-7rbke-maqvl4qe8his85; https://down-id.img.susercontent.com/file/id-11134103-7rbkd-maqvl4r879n653,CC000441.jpg,5,Positive,1
